AIS,Ano,Data,Hora,Dia da Semana,Gênero da Vítima,Idade da Vítima,Escolaridade da Vítima,Raça da Vítima
AIS 06,2021,22/10/2021,19,Sexta,Feminino,48,Alfabetizado,Não Informada
AIS 17,2021,22/10/2021,20,Sexta,Feminino,35,Não Infomada,Não Informada
AIS 17,2021,22/10/2021,20,Sexta,Feminino,35,Não Infomada,Não Informada
AIS 19,2021,22/10/2021,20,Sexta,Feminino,36,Ensino Médio Completo,Não Informada
AIS 08,2021,22/10/2021,21,Sexta,Feminino,25,Ensino Fundamental Completo,Não Informada
AIS 08,2021,22/10/2021,21,Sexta,Feminino,25,Ensino Fundamental Completo,Não Informada
AIS 12,2021,22/10/2021,22,Sexta,Feminino,12,Ensino Fundamental Incompleto,Não Informada
AIS 22,2021,22/10/2021,22,Sexta,Feminino,30,Não Infomada,Não Informada
AIS 16,2021,22/10/2021,22,Sexta,Feminino,24,Ensino Médio Completo,Não Informada
AIS 20,2021,22/10/2021,22,Sexta,Feminino,34,Ensino Fundamental Completo,Não Informada
AIS 13,2021,22/10/2021,23,Sexta,Feminino,57,Ensino Médio Completo,Não Informada
AIS 04,2021,22/10/2021,23,Sexta,Feminino,Não Informada,Ensino Fundamental Incompleto,Não Informada
AIS 04,2021,22/10/2021,23,Sexta,Feminino,24,Alfabetizado,Parda
AIS 13,2021,22/10/2021,23,Sexta,Feminino,28,Alfabetizado,Branca
AIS 09,2021,22/10/2021,23,Sexta,Feminino,23,Não Infomada,Não Informada
AIS 03,2021,23/10/2021,0,Sábado,Feminino,55,Ensino Fundamental Incompleto,Parda
AIS 15,2021,23/10/2021,1,Sábado,Feminino,32,Alfabetizado,Parda
AIS 12,2021,23/10/2021,1,Sábado,Feminino,34,Ensino Fundamental Incompleto,Não Informada
AIS 21,2021,23/10/2021,1,Sábado,Feminino,20,Ensino Fundamental Incompleto,Não Informada
AIS 11,2021,23/10/2021,2,Sábado,Feminino,37,Ensino Fundamental Completo,Não Informada
AIS 11,2021,23/10/2021,2,Sábado,Feminino,42,Ensino Médio Completo,Não Informada
AIS 16,2021,23/10/2021,3,Sábado,Feminino,57,Ensino Fundamental Incompleto,Não Informada
AIS 15,2021,23/10/2021,4,Sábado,Feminino,20,Ensino Fundamental Completo,Não Informada
AIS 18,2021,23/10/2021,4,Sábado,Feminino,42,Ensino Fundamental Incompleto,Não Informada
AIS 11,2021,23/10/2021,4,Sábado,Feminino,22,Superior Incompleto,Não Informada
AIS 19,2021,23/10/2021,5,Sábado,Feminino,23,Ensino Fundamental Completo,Parda
AIS 19,2021,23/10/2021,6,Sábado,Feminino,26,Ensino Médio Completo,Não Informada
AIS 05,2021,23/10/2021,9,Sábado,Feminino,51,Ensino Fundamental Incompleto,Não Informada
AIS 19,2021,23/10/2021,9,Sábado,Feminino,52,Ensino Fundamental Incompleto,Parda
AIS 02,2021,23/10/2021,9,Sábado,Feminino,64,Alfabetizado,Não Informada
AIS 03,2021,23/10/2021,9,Sábado,Feminino,76,Alfabetizado,Não Informada
AIS 16,2021,23/10/2021,10,Sábado,Feminino,Não Informada,Não Infomada,Não Informada
AIS 19,2021,23/10/2021,10,Sábado,Feminino,34,Não Infomada,Não Informada
AIS 22,2021,23/10/2021,10,Sábado,Feminino,45,Alfabetizado,Não Informada
AIS 11,2021,23/10/2021,10,Sábado,Feminino,28,Superior Completo,Não Informada
AIS 20,2021,23/10/2021,10,Sábado,Feminino,61,Alfabetizado,Não Informada
AIS 21,2021,23/10/2021,10,Sábado,Feminino,24,Ensino Médio Completo,Parda
AIS 15,2021,23/10/2021,12,Sábado,Feminino,27,Ensino Médio Completo,Não Informada
AIS 19,2021,23/10/2021,12,Sábado,Feminino,30,Alfabetizado,Não Informada
AIS 02,2021,23/10/2021,12,Sábado,Feminino,39,Ensino Médio Completo,Não Informada
AIS 15,2021,23/10/2021,12,Sábado,Feminino,43,Ensino Médio Completo,Não Informada
AIS 05,2021,23/10/2021,12,Sábado,Feminino,25,Ensino Médio Completo,Não Informada
AIS 22,2021,23/10/2021,12,Sábado,Feminino,28,Ensino Médio Incompleto,Não Informada
AIS 03,2021,23/10/2021,12,Sábado,Feminino,54,Não Infomada,Não Informada
AIS 05,2021,23/10/2021,13,Sábado,Feminino,32,Ensino Médio Completo,Branca
AIS 10,2021,23/10/2021,13,Sábado,Feminino,37,Superior Incompleto,Não Informada
AIS 18,2021,23/10/2021,13,Sábado,Feminino,24,Não Infomada,Não Informada
AIS 12,2021,23/10/2021,13,Sábado,Feminino,19,Ensino Médio Incompleto,Não Informada
AIS 06,2021,23/10/2021,14,Sábado,Feminino,34,Alfabetizado,Não Informada
AIS 11,2021,23/10/2021,14,Sábado,Feminino,48,Ensino Médio Completo,Não Informada
AIS 15,2021,23/10/2021,14,Sábado,Feminino,25,Ensino Fundamental Completo,Não Informada
AIS 22,2021,23/10/2021,14,Sábado,Feminino,41,Alfabetizado,Não Informada
AIS Não Identificada (Fortaleza),2021,23/10/2021,15,Sábado,Feminino,33,Ensino Fundamental Completo,Não Informada
AIS 17,2021,23/10/2021,15,Sábado,Feminino,34,Alfabetizado,Não Informada
AIS 05,2021,23/10/2021,15,Sábado,Feminino,45,Não Infomada,Não Informada
AIS 17,2021,23/10/2021,16,Sábado,Feminino,25,Ensino Fundamental Incompleto,Não Informada
AIS 09,2021,23/10/2021,16,Sábado,Feminino,28,Alfabetizado,Não Informada
AIS 04,2021,23/10/2021,16,Sábado,Feminino,73,Alfabetizado,Não Informada
AIS 15,2021,23/10/2021,17,Sábado,Feminino,30,Superior Incompleto,Não Informada
AIS 23,2021,23/10/2021,17,Sábado,Feminino,25,Ensino Fundamental Incompleto,Não Informada
AIS 11,2021,23/10/2021,18,Sábado,Feminino,48,Alfabetizado,Parda
AIS 03,2021,23/10/2021,18,Sábado,Feminino,73,Ensino Fundamental Completo,Não Informada
AIS 20,2021,23/10/2021,19,Sábado,Feminino,19,Ensino Fundamental Incompleto,Parda
AIS 21,2021,23/10/2021,19,Sábado,Feminino,22,Não Infomada,Parda
AIS 20,2021,23/10/2021,19,Sábado,Feminino,Não Informada,Ensino Fundamental Incompleto,Não Informada
AIS 14,2021,23/10/2021,19,Sábado,Feminino,31,Ensino Fundamental Completo,Parda
AIS 19,2021,23/10/2021,19,Sábado,Feminino,36,Superior Completo,Não Informada
AIS 15,2021,23/10/2021,19,Sábado,Feminino,66,Ensino Fundamental Incompleto,Não Informada
AIS 17,2021,23/10/2021,19,Sábado,Feminino,35,Alfabetizado,Branca
AIS 19,2021,23/10/2021,19,Sábado,Feminino,38,Ensino Médio Completo,Parda
AIS 19,2021,23/10/2021,19,Sábado,Feminino,40,Ensino Fundamental Incompleto,Não Informada
AIS 19,2021,23/10/2021,20,Sábado,Feminino,46,Alfabetizado,Não Informada
AIS 01,2021,23/10/2021,20,Sábado,Feminino,75,Ensino Médio Completo,Não Informada
AIS 17,2021,23/10/2021,20,Sábado,Feminino,29,Não Infomada,Não Informada
AIS 04,2021,23/10/2021,20,Sábado,Feminino,49,Ensino Fundamental Incompleto,Não Informada
AIS 17,2021,23/10/2021,20,Sábado,Feminino,71,Alfabetizado,Não Informada
AIS 09,2021,23/10/2021,20,Sábado,Feminino,47,Não Infomada,Não Informada
AIS 18,2021,23/10/2021,21,Sábado,Feminino,17,Ensino Fundamental Incompleto,Não Informada
AIS 23,2021,23/10/2021,21,Sábado,Feminino,24,Alfabetizado,Não Informada
AIS 15,2021,23/10/2021,21,Sábado,Feminino,27,Ensino Fundamental Incompleto,Parda
AIS 11,2021,23/10/2021,21,Sábado,Feminino,55,Ensino Fundamental Incompleto,Parda
AIS 14,2021,23/10/2021,22,Sábado,Feminino,49,Alfabetizado,Parda
AIS 20,2021,23/10/2021,22,Sábado,Feminino,68,Não Alfabetizado,Não Informada
AIS 09,2021,23/10/2021,22,Sábado,Feminino,32,Superior Completo,Não Informada
AIS 19,2021,23/10/2021,22,Sábado,Feminino,37,Ensino Fundamental Incompleto,Não Informada
AIS 19,2021,23/10/2021,23,Sábado,Feminino,29,Superior Completo,Parda
AIS 19,2021,23/10/2021,23,Sábado,Feminino,33,Superior Incompleto,Não Informada
AIS 19,2021,23/10/2021,23,Sábado,Feminino,29,Superior Incompleto,Parda
AIS 19,2021,23/10/2021,23,Sábado,Feminino,35,Ensino Médio Incompleto,Não Informada
AIS 04,2021,24/10/2021,0,Domingo,Feminino,49,Superior Completo,Não Informada
AIS 19,2021,24/10/2021,0,Domingo,Feminino,42,Alfabetizado,Não Informada
AIS 09,2021,24/10/2021,1,Domingo,Feminino,39,Ensino Fundamental Incompleto,Não Informada
AIS 18,2021,24/10/2021,1,Domingo,Feminino,36,Alfabetizado,Parda
AIS 06,2021,24/10/2021,1,Domingo,Feminino,47,Alfabetizado,Não Informada
AIS 02,2021,24/10/2021,1,Domingo,Feminino,21,Ensino Médio Completo,Não Informada
AIS 11,2021,24/10/2021,1,Domingo,Feminino,33,Alfabetizado,Não Informada
AIS 11,2021,24/10/2021,2,Domingo,Feminino,33,Ensino Médio Completo,Parda
AIS 14,2021,24/10/2021,3,Domingo,Feminino,34,Ensino Médio Completo,Branca
AIS 02,2021,24/10/2021,4,Domingo,Feminino,30,Alfabetizado,Parda
AIS 02,2021,24/10/2021,5,Domingo,Feminino,27,Superior Completo,Não Informada
AIS 02,2021,24/10/2021,5,Domingo,Feminino,30,Alfabetizado,Parda
AIS 17,2021,24/10/2021,5,Domingo,Feminino,18,Não Infomada,Parda
AIS 19,2021,24/10/2021,6,Domingo,Feminino,47,Superior Completo,Branca
AIS 06,2021,24/10/2021,6,Domingo,Feminino,36,Ensino Médio Completo,Não Informada
AIS Não Identificada (Fortaleza),2021,24/10/2021,7,Domingo,Feminino,40,Ensino Fundamental Incompleto,Não Informada
AIS 09,2021,24/10/2021,7,Domingo,Feminino,33,Ensino Fundamental Incompleto,Não Informada
AIS 12,2021,24/10/2021,8,Domingo,Feminino,24,Ensino Fundamental Completo,Não Informada
AIS 06,2021,24/10/2021,8,Domingo,Feminino,36,Alfabetizado,Não Informada
AIS 19,2021,24/10/2021,8,Domingo,Feminino,57,Alfabetizado,Parda
AIS 15,2021,24/10/2021,8,Domingo,Feminino,22,Ensino Médio Completo,Não Informada
AIS 19,2021,24/10/2021,8,Domingo,Feminino,22,Ensino Médio Incompleto,Parda
AIS 18,2021,24/10/2021,8,Domingo,Feminino,29,Ensino Médio Completo,Não Informada
AIS 19,2021,24/10/2021,8,Domingo,Feminino,31,Ensino Médio Completo,Parda
AIS 02,2021,24/10/2021,8,Domingo,Feminino,58,Ensino Médio Incompleto,Não Informada
AIS 02,2021,24/10/2021,8,Domingo,Feminino,80,Alfabetizado,Não Informada
AIS 01,2021,24/10/2021,8,Domingo,Feminino,53,Superior Completo,Não Informada
AIS Não Identificada (Fortaleza),2021,24/10/2021,9,Domingo,Feminino,20,Ensino Médio Completo,Branca
AIS 09,2021,24/10/2021,9,Domingo,Feminino,35,Não Infomada,Não Informada
AIS 13,2021,24/10/2021,9,Domingo,Feminino,50,Alfabetizado,Parda
AIS 12,2021,24/10/2021,10,Domingo,Feminino,74,Ensino Fundamental Incompleto,Parda
AIS 14,2021,24/10/2021,11,Domingo,Feminino,53,Alfabetizado,Parda
AIS 02,2021,24/10/2021,11,Domingo,Feminino,34,Ensino Médio Completo,Não Informada
AIS 14,2021,24/10/2021,12,Domingo,Feminino,24,Alfabetizado,Parda
AIS 10,2021,24/10/2021,12,Domingo,Feminino,38,Ensino Médio Completo,Não Informada
AIS 06,2021,24/10/2021,12,Domingo,Feminino,13,Ensino Fundamental Incompleto,Não Informada
AIS 17,2021,24/10/2021,12,Domingo,Feminino,31,Alfabetizado,Não Informada
AIS 21,2021,24/10/2021,13,Domingo,Feminino,67,Não Alfabetizado,Não Informada
AIS Não Identificada (Fortaleza),2021,24/10/2021,14,Domingo,Feminino,32,Alfabetizado,Não Informada
AIS 25,2021,24/10/2021,14,Domingo,Feminino,42,Ensino Médio Completo,Não Informada
AIS 02,2021,24/10/2021,14,Domingo,Feminino,23,Alfabetizado,Não Informada
AIS 18,2021,24/10/2021,15,Domingo,Feminino,54,Ensino Fundamental Incompleto,Não Informada
AIS 06,2021,24/10/2021,15,Domingo,Feminino,29,Superior Incompleto,Não Informada
AIS 19,2021,24/10/2021,16,Domingo,Feminino,17,Ensino Médio Incompleto,Preta
AIS 11,2021,24/10/2021,16,Domingo,Feminino,18,Ensino Médio Completo,Parda
AIS 02,2021,24/10/2021,17,Domingo,Feminino,29,Não Infomada,Não Informada
AIS 11,2021,24/10/2021,17,Domingo,Feminino,64,Ensino Fundamental Completo,Parda
AIS 18,2021,24/10/2021,17,Domingo,Feminino,21,Ensino Fundamental Incompleto,Não Informada
AIS 19,2021,24/10/2021,17,Domingo,Feminino,28,Superior Incompleto,Branca
AIS 13,2021,24/10/2021,17,Domingo,Feminino,Não Informada,Alfabetizado,Não Informada
AIS 05,2021,24/10/2021,17,Domingo,Feminino,36,Não Infomada,Não Informada
AIS 03,2021,24/10/2021,17,Domingo,Feminino,33,Ensino Médio Completo,Não Informada
AIS 14,2021,24/10/2021,18,Domingo,Feminino,24,Alfabetizado,Parda
AIS 16,2021,24/10/2021,18,Domingo,Feminino,42,Superior Completo,Não Informada
AIS 12,2021,24/10/2021,18,Domingo,Feminino,47,Ensino Médio Completo,Branca
AIS 08,2021,24/10/2021,18,Domingo,Feminino,30,Superior Completo,Não Informada
AIS 15,2021,24/10/2021,18,Domingo,Feminino,45,Ensino Médio Completo,Não Informada
AIS 14,2021,24/10/2021,18,Domingo,Feminino,52,Ensino Médio Completo,Não Informada
AIS 19,2021,24/10/2021,19,Domingo,Feminino,25,Alfabetizado,Não Informada
AIS 07,2021,24/10/2021,19,Domingo,Feminino,38,Ensino Médio Completo,Não Informada
AIS 09,2021,24/10/2021,19,Domingo,Feminino,44,Não Infomada,Não Informada
AIS 19,2021,24/10/2021,19,Domingo,Feminino,48,Ensino Fundamental Completo,Não Informada
AIS 19,2021,24/10/2021,19,Domingo,Feminino,54,Alfabetizado,Não Informada
AIS 19,2021,24/10/2021,19,Domingo,Feminino,25,Ensino Médio Completo,Parda
AIS 07,2021,24/10/2021,19,Domingo,Feminino,36,Ensino Médio Incompleto,Não Informada
AIS 24,2021,24/10/2021,20,Domingo,Feminino,37,Ensino Médio Completo,Não Informada
AIS 18,2021,24/10/2021,20,Domingo,Feminino,39,Ensino Médio Completo,Não Informada
AIS 17,2021,24/10/2021,20,Domingo,Feminino,51,Ensino Fundamental Incompleto,Parda
AIS 10,2021,24/10/2021,20,Domingo,Feminino,70,Ensino Fundamental Incompleto,Parda
AIS 14,2021,24/10/2021,20,Domingo,Feminino,Não Informada,Não Alfabetizado,Parda
AIS 11,2021,24/10/2021,20,Domingo,Feminino,31,Ensino Médio Completo,Não Informada
AIS 23,2021,24/10/2021,20,Domingo,Feminino,48,Ensino Fundamental Completo,Não Informada
AIS 07,2021,24/10/2021,21,Domingo,Feminino,22,Ensino Médio Completo,Não Informada
AIS 14,2021,24/10/2021,21,Domingo,Feminino,31,Alfabetizado,Não Informada
AIS 09,2021,24/10/2021,21,Domingo,Feminino,23,Ensino Médio Incompleto,Não Informada
AIS 14,2021,24/10/2021,21,Domingo,Feminino,37,Ensino Fundamental Completo,Parda
AIS 18,2021,24/10/2021,21,Domingo,Feminino,55,Ensino Fundamental Incompleto,Parda
AIS 19,2021,24/10/2021,22,Domingo,Feminino,38,Alfabetizado,Não Informada
AIS 06,2021,24/10/2021,22,Domingo,Feminino,17,Ensino Fundamental Incompleto,Não Informada
AIS 15,2021,24/10/2021,22,Domingo,Feminino,43,Ensino Médio Completo,Não Informada
AIS 06,2021,24/10/2021,22,Domingo,Feminino,49,Ensino Fundamental Completo,Não Informada
AIS 03,2021,24/10/2021,23,Domingo,Feminino,23,Ensino Médio Completo,Não Informada
AIS 07,2021,24/10/2021,23,Domingo,Feminino,15,Ensino Fundamental Incompleto,Não Informada
AIS 07,2021,24/10/2021,23,Domingo,Feminino,33,Ensino Médio Incompleto,Não Informada
AIS 08,2021,24/10/2021,23,Domingo,Feminino,32,Não Alfabetizado,Não Informada
AIS 21,2021,25/10/2021,0,Segunda,Feminino,25,Alfabetizado,Não Informada
AIS 19,2021,25/10/2021,0,Segunda,Feminino,33,Ensino Fundamental Incompleto,Não Informada
AIS 08,2021,25/10/2021,0,Segunda,Feminino,57,Alfabetizado,Parda
AIS 24,2021,25/10/2021,0,Segunda,Feminino,33,Alfabetizado,Não Informada
AIS 12,2021,25/10/2021,0,Segunda,Feminino,23,Não Infomada,Não Informada
AIS 06,2021,25/10/2021,0,Segunda,Feminino,55,Ensino Fundamental Incompleto,Não Informada
AIS 19,2021,25/10/2021,1,Segunda,Feminino,17,Ensino Médio Completo,Não Informada
AIS 04,2021,25/10/2021,1,Segunda,Feminino,34,Alfabetizado,Parda
AIS 19,2021,25/10/2021,2,Segunda,Feminino,38,Ensino Médio Completo,Não Informada
AIS 11,2021,25/10/2021,6,Segunda,Feminino,36,Ensino Médio Completo,Não Informada
AIS 08,2021,25/10/2021,6,Segunda,Feminino,69,Alfabetizado,Não Informada
AIS 02,2021,25/10/2021,6,Segunda,Feminino,28,Alfabetizado,Não Informada
AIS 11,2021,25/10/2021,7,Segunda,Feminino,21,Ensino Médio Incompleto,Preta
AIS 21,2021,25/10/2021,7,Segunda,Feminino,37,Ensino Médio Completo,Não Informada
AIS 06,2021,25/10/2021,7,Segunda,Feminino,41,Ensino Fundamental Completo,Parda
AIS 18,2021,25/10/2021,8,Segunda,Feminino,32,Ensino Fundamental Incompleto,Não Informada
AIS 18,2021,25/10/2021,8,Segunda,Feminino,42,Alfabetizado,Não Informada
AIS 19,2021,25/10/2021,8,Segunda,Feminino,25,Superior Completo,Parda
AIS 19,2021,25/10/2021,8,Segunda,Feminino,41,Ensino Médio Completo,Não Informada
AIS 19,2021,25/10/2021,8,Segunda,Feminino,41,Ensino Médio Completo,Não Informada
AIS 14,2021,25/10/2021,9,Segunda,Feminino,21,Alfabetizado,Parda
AIS 04,2021,25/10/2021,10,Segunda,Feminino,38,Não Infomada,Não Informada
AIS 09,2021,25/10/2021,10,Segunda,Feminino,55,Ensino Médio Incompleto,Não Informada
AIS 23,2021,25/10/2021,10,Segunda,Feminino,32,Ensino Médio Completo,Parda
AIS 22,2021,25/10/2021,11,Segunda,Feminino,61,Ensino Fundamental Incompleto,Não Informada
AIS 04,2021,25/10/2021,11,Segunda,Feminino,47,Ensino Fundamental Incompleto,Branca
AIS 21,2021,25/10/2021,12,Segunda,Feminino,25,Ensino Fundamental Incompleto,Não Informada
AIS 24,2021,25/10/2021,12,Segunda,Feminino,24,Ensino Médio Completo,Não Informada
AIS 18,2021,25/10/2021,13,Segunda,Feminino,17,Não Infomada,Não Informada
AIS 05,2021,25/10/2021,13,Segunda,Feminino,18,Ensino Fundamental Completo,Não Informada
AIS 17,2021,25/10/2021,14,Segunda,Feminino,32,Ensino Fundamental Completo,Parda
AIS 19,2021,25/10/2021,14,Segunda,Feminino,38,Ensino Fundamental Completo,Não Informada
AIS 18,2021,25/10/2021,15,Segunda,Feminino,65,Alfabetizado,Parda
AIS 05,2021,25/10/2021,15,Segunda,Feminino,42,Superior Completo,Não Informada
AIS 05,2021,25/10/2021,15,Segunda,Feminino,42,Superior Completo,Não Informada
AIS 04,2021,25/10/2021,16,Segunda,Feminino,36,Ensino Fundamental Incompleto,Não Informada
AIS 18,2021,25/10/2021,16,Segunda,Feminino,39,Ensino Médio Incompleto,Parda
AIS 11,2021,25/10/2021,17,Segunda,Feminino,47,Ensino Fundamental Completo,Não Informada
AIS 19,2021,25/10/2021,18,Segunda,Feminino,Não Informada,Não Alfabetizado,Não Informada
AIS 14,2021,25/10/2021,18,Segunda,Feminino,32,Superior Completo,Não Informada
AIS 19,2021,25/10/2021,18,Segunda,Feminino,45,Ensino Médio Completo,Parda
AIS 14,2021,25/10/2021,18,Segunda,Feminino,46,Superior Completo,Não Informada
AIS 02,2021,25/10/2021,18,Segunda,Feminino,9,Alfabetizado,Não Informada
AIS 24,2021,25/10/2021,18,Segunda,Feminino,41,Ensino Fundamental Incompleto,Não Informada
AIS 11,2021,25/10/2021,18,Segunda,Feminino,47,Ensino Fundamental Incompleto,Não Informada
AIS 19,2021,25/10/2021,19,Segunda,Feminino,37,Ensino Médio Completo,Parda
AIS 02,2021,25/10/2021,19,Segunda,Feminino,18,Ensino Médio Completo,Parda
AIS 19,2021,25/10/2021,20,Segunda,Feminino,32,Ensino Fundamental Incompleto,Não Informada
AIS 02,2021,25/10/2021,21,Segunda,Feminino,20,Alfabetizado,Parda
AIS 19,2021,25/10/2021,21,Segunda,Feminino,22,Ensino Fundamental Incompleto,Não Informada
AIS 19,2021,25/10/2021,22,Segunda,Feminino,20,Ensino Médio Incompleto,Parda
AIS 14,2021,25/10/2021,22,Segunda,Feminino,39,Alfabetizado,Não Informada
AIS 18,2021,25/10/2021,22,Segunda,Feminino,40,Não Alfabetizado,Branca
AIS 19,2021,25/10/2021,22,Segunda,Feminino,31,Ensino Médio Completo,Parda
AIS 09,2021,25/10/2021,22,Segunda,Feminino,34,Ensino Médio Completo,Não Informada
AIS 14,2021,25/10/2021,22,Segunda,Feminino,23,Ensino Fundamental Completo,Não Informada
AIS 22,2021,25/10/2021,23,Segunda,Feminino,28,Ensino Médio Completo,Não Informada
AIS 17,2021,25/10/2021,23,Segunda,Feminino,54,Superior Completo,Parda
AIS 19,2021,26/10/2021,0,Terça,Feminino,43,Ensino Fundamental Completo,Parda
AIS 07,2021,26/10/2021,6,Terça,Feminino,40,Ensino Médio Incompleto,Não Informada
AIS 18,2021,26/10/2021,6,Terça,Feminino,20,Ensino Médio Incompleto,Não Informada
AIS 20,2021,26/10/2021,7,Terça,Feminino,29,Ensino Médio Completo,Parda
AIS 06,2021,26/10/2021,7,Terça,Feminino,52,Ensino Fundamental Completo,Não Informada
AIS 19,2021,26/10/2021,7,Terça,Feminino,57,Alfabetizado,Parda
AIS 22,2021,26/10/2021,7,Terça,Feminino,30,Alfabetizado,Não Informada
AIS 20,2021,26/10/2021,7,Terça,Feminino,31,Superior Completo,Não Informada
AIS 06,2021,26/10/2021,8,Terça,Feminino,37,Alfabetizado,Branca
AIS 19,2021,26/10/2021,8,Terça,Feminino,38,Alfabetizado,Não Informada
AIS 11,2021,26/10/2021,9,Terça,Feminino,20,Alfabetizado,Não Informada
AIS 23,2021,26/10/2021,9,Terça,Feminino,25,Ensino Médio Completo,Não Informada
AIS 17,2021,26/10/2021,9,Terça,Feminino,52,Ensino Médio Completo,Não Informada
AIS 01,2021,26/10/2021,10,Terça,Feminino,55,Ensino Fundamental Completo,Não Informada
AIS Não Identificada (Fortaleza),2021,26/10/2021,10,Terça,Feminino,35,Ensino Médio Incompleto,Não Informada
AIS 15,2021,26/10/2021,10,Terça,Feminino,39,Ensino Médio Completo,Parda
AIS 17,2021,26/10/2021,10,Terça,Feminino,32,Alfabetizado,Não Informada
AIS 18,2021,26/10/2021,11,Terça,Feminino,23,Ensino Fundamental Completo,Não Informada
AIS 24,2021,26/10/2021,11,Terça,Feminino,17,Ensino Fundamental Incompleto,Parda
AIS 24,2021,26/10/2021,11,Terça,Feminino,44,Ensino Fundamental Incompleto,Parda
AIS 19,2021,26/10/2021,12,Terça,Feminino,29,Ensino Médio Completo,Parda
AIS 18,2021,26/10/2021,12,Terça,Feminino,31,Ensino Fundamental Incompleto,Branca
AIS 15,2021,26/10/2021,12,Terça,Feminino,35,Ensino Médio Completo,Não Informada
AIS 04,2021,26/10/2021,12,Terça,Feminino,36,Ensino Médio Completo,Não Informada
